Household_ID,Date,Energy_Consumption_kWh,Household_Size,Avg_Temperature_C,Has_AC,Peak_Hours_Usage_kWh
H00239,2025-04-05,6.8,2,17.9,Yes,3.0
H00239,2025-04-06,10.2,2,18.0,Yes,5.1
H00239,2025-04-07,9.4,2,21.1,Yes,4.0
H00240,2025-04-01,20.0,6,14.8,Yes,8.8
H00240,2025-04-02,20.0,6,17.0,Yes,9.7
H00240,2025-04-03,20.0,6,20.3,Yes,9.3
H00240,2025-04-04,20.0,6,13.5,Yes,9.8
H00240,2025-04-05,20.0,6,17.8,Yes,9.2
H00240,2025-04-06,20.0,6,13.6,Yes,8.9
H00240,2025-04-07,20.0,6,17.1,Yes,8.8
H00241,2025-04-01,12.5,6,15.1,No,4.9
H00241,2025-04-02,16.6,6,24.0,No,5.3
H00241,2025-04-03,15.0,6,19.6,No,5.3
H00241,2025-04-04,12.2,6,19.6,No,3.7
H00241,2025-04-05,18.6,6,18.8,No,7.0
H00241,2025-04-06,15.6,6,11.8,No,6.2
H00241,2025-04-07,13.2,6,17.9,No,4.4
H00242,2025-04-01,14.3,3,24.0,Yes,5.9
H00242,2025-04-02,13.7,3,20.5,Yes,6.6
H00242,2025-04-03,10.1,3,16.8,Yes,4.7
H00242,2025-04-04,10.0,3,18.5,Yes,4.0
H00242,2025-04-05,10.8,3,19.8,Yes,5.2
H00242,2025-04-06,12.0,3,19.7,Yes,5.6
H00242,2025-04-07,11.2,3,18.5,Yes,5.3
H00243,2025-04-01,6.0,1,13.7,Yes,3.0
H00243,2025-04-02,3.7,1,17.1,Yes,1.6
H00243,2025-04-03,5.8,1,18.7,Yes,2.4
H00243,2025-04-04,6.2,1,17.6,Yes,2.8
H00243,2025-04-05,3.9,1,19.8,Yes,1.7
H00243,2025-04-06,3.0,1,16.8,Yes,1.4
H00243,2025-04-07,4.3,1,14.8,Yes,1.8
H00244,2025-04-01,4.2,1,20.7,No,1.4
H00244,2025-04-02,0.5,1,18.4,No,0.2
H00244,2025-04-03,5.0,1,15.9,No,1.6
H00244,2025-04-04,3.4,1,19.3,No,1.1
H00244,2025-04-05,2.1,1,17.2,No,0.7
H00244,2025-04-06,4.6,1,18.1,No,1.7
H00244,2025-04-07,4.6,1,17.8,No,1.7
H00245,2025-04-01,15.1,4,20.1,Yes,6.4
H00245,2025-04-02,13.6,4,16.0,Yes,6.6
H00245,2025-04-03,12.5,4,13.1,Yes,6.2
H00245,2025-04-04,10.9,4,18.0,Yes,4.5
H00245,2025-04-05,15.4,4,20.8,Yes,6.7
H00245,2025-04-06,12.2,4,14.1,Yes,6.0
H00245,2025-04-07,13.5,4,17.3,Yes,5.8
H00246,2025-04-01,8.1,3,13.3,Yes,4.0
H00246,2025-04-02,9.5,3,19.0,Yes,3.9
H00246,2025-04-03,11.9,3,17.8,Yes,5.5
H00246,2025-04-04,9.3,3,12.7,Yes,3.9
H00246,2025-04-05,11.4,3,18.8,Yes,5.0
H00246,2025-04-06,11.7,3,17.0,Yes,5.1
H00246,2025-04-07,11.4,3,21.9,Yes,5.4
H00247,2025-04-01,11.7,6,23.8,No,3.5
H00247,2025-04-02,13.0,6,14.9,No,4.6
H00247,2025-04-03,15.7,6,21.9,No,5.8
H00247,2025-04-04,13.9,6,19.4,No,4.2
H00247,2025-04-05,15.5,6,16.1,No,5.8
H00247,2025-04-06,16.7,6,11.0,No,6.2
H00247,2025-04-07,15.5,6,20.1,No,5.3
H00248,2025-04-01,10.0,5,17.8,No,3.6
H00248,2025-04-02,12.2,5,20.0,No,4.3
H00248,2025-04-03,11.8,5,22.1,No,3.8
H00248,2025-04-04,12.5,5,16.5,No,4.9
H00248,2025-04-05,13.4,5,16.0,No,5.3
H00248,2025-04-06,10.9,5,20.4,No,4.1
H00248,2025-04-07,12.8,5,18.3,No,4.9
H00249,2025-04-01,5.4,3,20.0,No,2.0
H00249,2025-04-02,7.6,3,15.5,No,2.9
H00249,2025-04-03,8.2,3,17.3,No,2.7
H00249,2025-04-04,7.9,3,18.8,No,2.4
H00249,2025-04-05,8.2,3,22.1,No,2.7
H00249,2025-04-06,8.3,3,21.7,No,3.2
H00249,2025-04-07,7.0,3,21.6,No,2.3
H00250,2025-04-01,13.4,4,16.0,Yes,5.8
H00250,2025-04-02,17.1,4,20.7,Yes,7.0
H00250,2025-04-03,12.2,4,18.9,Yes,5.3
H00250,2025-04-04,14.4,4,21.6,Yes,5.8
H00250,2025-04-05,13.5,4,15.8,Yes,5.6
H00250,2025-04-06,15.1,4,17.2,Yes,6.8
H00250,2025-04-07,14.1,4,19.1,Yes,6.8
H00251,2025-04-01,7.8,4,13.9,No,2.9
H00251,2025-04-02,9.5,4,15.8,No,3.1
H00251,2025-04-03,9.8,4,16.1,No,3.4
H00251,2025-04-04,12.6,4,17.7,No,3.9
H00251,2025-04-05,9.2,4,21.9,No,2.8
H00251,2025-04-06,9.2,4,17.1,No,2.9
H00251,2025-04-07,11.0,4,17.8,No,3.6
H00252,2025-04-01,12.7,3,15.3,Yes,5.3
H00252,2025-04-02,9.5,3,19.2,Yes,3.8
H00252,2025-04-03,9.6,3,15.3,Yes,4.0
H00252,2025-04-04,12.3,3,19.9,Yes,5.8
H00252,2025-04-05,11.7,3,19.2,Yes,4.7
H00252,2025-04-06,9.1,3,16.7,Yes,4.0
H00252,2025-04-07,9.9,3,14.1,Yes,4.1
H00253,2025-04-01,14.9,4,19.5,Yes,6.6
H00253,2025-04-02,12.8,4,15.0,Yes,5.5
H00253,2025-04-03,15.8,4,19.5,Yes,7.2
H00253,2025-04-04,12.3,4,14.5,Yes,5.1
H00253,2025-04-05,15.5,4,18.0,Yes,6.2
H00253,2025-04-06,17.1,4,15.9,Yes,8.5
H00253,2025-04-07,14.9,4,16.4,Yes,7.0
H00254,2025-04-01,10.4,3,14.1,Yes,4.9
H00254,2025-04-02,10.8,3,16.3,Yes,5.0
H00254,2025-04-03,11.1,3,15.1,Yes,4.8
H00254,2025-04-04,10.9,3,14.8,Yes,5.3
H00254,2025-04-05,9.5,3,17.7,Yes,4.4
H00254,2025-04-06,9.4,3,13.5,Yes,4.5
H00254,2025-04-07,10.4,3,17.1,Yes,4.2
H00255,2025-04-01,6.0,2,15.9,Yes,2.9
H00255,2025-04-02,6.9,2,18.7,Yes,3.2
H00255,2025-04-03,4.8,2,18.8,Yes,2.1
H00255,2025-04-04,8.3,2,20.0,Yes,4.0
H00255,2025-04-05,7.2,2,18.1,Yes,3.5
H00255,2025-04-06,7.1,2,15.1,Yes,2.9
H00255,2025-04-07,7.4,2,17.3,Yes,3.6
H00256,2025-04-01,7.3,3,23.1,No,2.5
H00256,2025-04-02,6.5,3,14.6,No,2.5
H00256,2025-04-03,9.6,3,15.0,No,3.2
H00256,2025-04-04,11.0,3,18.2,No,3.8
H00256,2025-04-05,9.5,3,17.5,No,3.2
H00256,2025-04-06,6.9,3,18.4,No,2.5
H00256,2025-04-07,6.4,3,18.1,No,2.2
H00257,2025-04-01,12.7,3,21.3,Yes,5.2
H00257,2025-04-02,12.3,3,21.4,Yes,5.5
H00257,2025-04-03,11.7,3,19.7,Yes,4.9
H00257,2025-04-04,10.2,3,18.2,Yes,4.9
H00257,2025-04-05,12.7,3,18.5,Yes,6.1
H00257,2025-04-06,11.1,3,16.2,Yes,5.3
H00257,2025-04-07,9.7,3,16.1,Yes,4.3
H00258,2025-04-01,8.2,4,14.7,No,2.6
H00258,2025-04-02,9.8,4,21.4,No,3.8
H00258,2025-04-03,11.9,4,16.7,No,4.4
H00258,2025-04-04,9.8,4,16.9,No,3.6
H00258,2025-04-05,10.8,4,20.3,No,3.9
H00258,2025-04-06,9.7,4,17.9,No,3.5
H00258,2025-04-07,11.0,4,19.0,No,3.6
H00259,2025-04-01,9.5,4,17.0,No,3.3
H00259,2025-04-02,8.3,4,20.7,No,2.6
H00259,2025-04-03,8.6,4,20.9,No,2.7
H00259,2025-04-04,8.8,4,18.7,No,3.3
H00259,2025-04-05,13.3,4,16.6,No,4.9
H00259,2025-04-06,10.4,4,18.0,No,3.8
H00259,2025-04-07,10.3,4,15.0,No,3.3
H00260,2025-04-01,3.3,1,18.7,No,1.2
H00260,2025-04-02,2.4,1,16.4,No,0.8
H00260,2025-04-03,0.5,1,16.3,No,0.2
H00260,2025-04-04,1.0,1,17.6,No,0.3
H00260,2025-04-05,2.6,1,14.3,No,0.9
H00260,2025-04-06,0.6,1,19.1,No,0.2
H00260,2025-04-07,3.8,1,15.8,No,1.3
H00261,2025-04-01,3.4,1,17.1,Yes,1.4
H00261,2025-04-02,4.9,1,22.2,Yes,2.3
H00261,2025-04-03,3.2,1,17.1,Yes,1.4
H00261,2025-04-04,2.7,1,16.8,Yes,1.1
H00261,2025-04-05,4.9,1,19.7,Yes,2.2
H00261,2025-04-06,4.3,1,15.9,Yes,2.1
H00261,2025-04-07,3.2,1,16.6,Yes,1.3
H00262,2025-04-01,2.2,2,18.8,No,0.9
H00262,2025-04-02,6.9,2,16.2,No,2.5
H00262,2025-04-03,5.7,2,20.3,No,2.1
H00262,2025-04-04,6.1,2,22.1,No,2.3
H00262,2025-04-05,4.5,2,16.8,No,1.6
H00262,2025-04-06,6.7,2,16.8,No,2.6
H00262,2025-04-07,2.9,2,16.5,No,1.0
H00263,2025-04-01,4.4,1,17.1,Yes,2.0
H00263,2025-04-02,2.0,1,17.7,Yes,1.0
H00263,2025-04-03,3.6,1,19.8,Yes,1.8
H00263,2025-04-04,3.9,1,17.7,Yes,1.6
H00263,2025-04-05,2.4,1,18.4,Yes,1.1
H00263,2025-04-06,3.6,1,16.3,Yes,1.8
H00263,2025-04-07,4.9,1,15.2,Yes,2.2
H00264,2025-04-01,10.8,3,17.4,Yes,4.9
H00264,2025-04-02,10.6,3,13.8,Yes,5.1
H00264,2025-04-03,8.8,3,19.2,Yes,3.8
H00264,2025-04-04,10.0,3,14.1,Yes,4.6
H00264,2025-04-05,10.8,3,16.8,Yes,4.3
H00264,2025-04-06,10.3,3,14.2,Yes,4.7
H00264,2025-04-07,10.3,3,21.8,Yes,5.1
H00265,2025-04-01,10.2,4,21.2,No,3.8
H00265,2025-04-02,8.6,4,13.5,No,3.4
H00265,2025-04-03,12.2,4,14.0,No,4.6
H00265,2025-04-04,9.2,4,15.2,No,3.3
H00265,2025-04-05,10.4,4,20.6,No,3.6
H00265,2025-04-06,11.4,4,16.1,No,4.1
H00265,2025-04-07,8.1,4,16.2,No,3.1
H00266,2025-04-01,3.5,1,19.0,Yes,1.5
H00266,2025-04-02,4.9,1,15.4,Yes,2.3
H00266,2025-04-03,5.5,1,15.0,Yes,2.4
H00266,2025-04-04,4.1,1,19.0,Yes,1.8
H00266,2025-04-05,2.1,1,16.3,Yes,1.0
H00266,2025-04-06,4.6,1,18.7,Yes,2.2
H00266,2025-04-07,1.1,1,16.6,Yes,0.5
H00267,2025-04-01,4.8,1,16.9,Yes,2.1
H00267,2025-04-02,5.0,1,16.8,Yes,2.2
H00267,2025-04-03,1.9,1,15.6,Yes,0.8
H00267,2025-04-04,6.3,1,17.3,Yes,2.5
H00267,2025-04-05,5.9,1,15.3,Yes,2.7
H00267,2025-04-06,7.4,1,16.4,Yes,3.7
H00267,2025-04-07,3.8,1,21.5,Yes,1.8
H00268,2025-04-01,4.4,2,16.4,No,1.6
H00268,2025-04-02,2.6,2,17.1,No,0.8
H00268,2025-04-03,5.9,2,21.6,No,2.0
H00268,2025-04-04,5.6,2,20.5,No,1.7
H00268,2025-04-05,6.8,2,15.0,No,2.1
H00268,2025-04-06,5.4,2,13.7,No,2.1
H00268,2025-04-07,5.9,2,23.8,No,2.2
H00269,2025-04-01,20.0,6,19.2,Yes,9.9
H00269,2025-04-02,20.0,6,21.5,Yes,9.0
H00269,2025-04-03,20.0,6,17.0,Yes,8.2
H00269,2025-04-04,20.0,6,14.0,Yes,9.3
H00269,2025-04-05,20.0,6,19.1,Yes,8.2
H00269,2025-04-06,20.0,6,16.3,Yes,8.4
H00269,2025-04-07,19.8,6,17.9,Yes,8.5
H00270,2025-04-01,2.9,2,18.5,No,1.0
H00270,2025-04-02,3.3,2,17.8,No,1.1
H00270,2025-04-03,5.4,2,16.3,No,2.0
H00270,2025-04-04,3.0,2,12.5,No,1.0
H00270,2025-04-05,3.3,2,20.5,No,1.3
H00270,2025-04-06,6.9,2,12.5,No,2.3
H00270,2025-04-07,5.7,2,18.0,No,2.1
H00271,2025-04-01,11.2,3,20.4,Yes,5.3
H00271,2025-04-02,9.0,3,19.3,Yes,4.0
H00271,2025-04-03,9.4,3,17.6,Yes,4.1
H00271,2025-04-04,7.7,3,16.7,Yes,3.8
H00271,2025-04-05,10.0,3,14.4,Yes,4.6
H00271,2025-04-06,10.4,3,16.5,Yes,4.2
H00271,2025-04-07,10.4,3,17.4,Yes,4.6
H00272,2025-04-01,13.9,4,18.9,Yes,5.7
H00272,2025-04-02,15.8,4,17.9,Yes,6.4
H00272,2025-04-03,13.4,4,13.1,Yes,6.3
H00272,2025-04-04,13.9,4,14.7,Yes,5.7
H00272,2025-04-05,15.2,4,15.2,Yes,6.3
H00272,2025-04-06,15.2,4,21.0,Yes,6.5
H00272,2025-04-07,14.1,4,19.4,Yes,5.9
H00273,2025-04-01,7.9,2,18.7,Yes,3.8
H00273,2025-04-02,6.8,2,17.1,Yes,2.8
H00273,2025-04-03,6.1,2,19.3,Yes,3.0
H00273,2025-04-04,6.3,2,15.8,Yes,2.5
H00273,2025-04-05,7.6,2,19.7,Yes,3.7
H00273,2025-04-06,6.8,2,16.8,Yes,3.0
H00273,2025-04-07,9.7,2,18.8,Yes,4.4
H00274,2025-04-01,3.9,1,15.4,Yes,1.7
H00274,2025-04-02,3.8,1,12.8,Yes,1.7
H00274,2025-04-03,7.5,1,22.0,Yes,3.6
H00274,2025-04-04,0.5,1,18.4,Yes,0.2
H00274,2025-04-05,4.9,1,15.8,Yes,2.4
H00274,2025-04-06,3.2,1,15.7,Yes,1.3
H00274,2025-04-07,4.0,1,17.4,Yes,1.8
H00275,2025-04-01,12.3,4,17.8,Yes,5.1
H00275,2025-04-02,13.4,4,22.3,Yes,5.4
H00275,2025-04-03,12.8,4,13.5,Yes,5.4
H00275,2025-04-04,17.8,4,21.2,Yes,8.3
H00275,2025-04-05,13.1,4,16.3,Yes,5.5
H00275,2025-04-06,17.2,4,12.4,Yes,7.4
H00275,2025-04-07,14.6,4,17.2,Yes,7.3
H00276,2025-04-01,9.4,4,18.2,No,3.2
H00276,2025-04-02,8.3,4,13.8,No,3.3
H00276,2025-04-03,13.3,4,19.0,No,4.2
H00276,2025-04-04,9.8,4,14.9,No,3.2
H00276,2025-04-05,7.4,4,17.7,No,2.5
H00276,2025-04-06,9.7,4,14.4,No,3.2
H00276,2025-04-07,8.9,4,19.1,No,3.0
H00277,2025-04-01,2.2,1,12.9,No,0.8
H00277,2025-04-02,3.7,1,16.3,No,1.2
H00277,2025-04-03,3.4,1,15.0,No,1.2
H00277,2025-04-04,1.3,1,18.1,No,0.5
H00277,2025-04-05,1.3,1,18.3,No,0.4
H00277,2025-04-06,0.7,1,16.0,No,0.2
H00277,2025-04-07,2.9,1,15.7,No,1.1
H00278,2025-04-01,2.5,2,19.8,No,0.8
H00278,2025-04-02,6.4,2,19.8,No,2.3
H00278,2025-04-03,3.7,2,15.5,No,1.3
H00278,2025-04-04,3.6,2,16.5,No,1.3
H00278,2025-04-05,6.5,2,16.3,No,2.1
H00278,2025-04-06,4.9,2,16.5,No,1.8
H00278,2025-04-07,7.6,2,21.5,No,2.6
H00279,2025-04-01,6.1,1,16.4,Yes,2.9
H00279,2025-04-02,3.7,1,13.4,Yes,1.7
H00279,2025-04-03,3.4,1,16.0,Yes,1.7
H00279,2025-04-04,4.5,1,18.8,Yes,1.8
H00279,2025-04-05,3.0,1,15.3,Yes,1.4
H00279,2025-04-06,5.6,1,17.5,Yes,2.3
H00279,2025-04-07,2.6,1,18.1,Yes,1.2
H00280,2025-04-01,16.6,6,14.8,No,5.7
H00280,2025-04-02,14.6,6,17.6,No,5.0
H00280,2025-04-03,16.0,6,18.1,No,5.4
H00280,2025-04-04,14.6,6,18.6,No,4.4
H00280,2025-04-05,14.8,6,18.5,No,5.4
H00280,2025-04-06,15.2,6,13.9,No,5.8
H00280,2025-04-07,13.9,6,15.9,No,4.4
H00281,2025-04-01,11.8,4,21.7,No,4.7
H00281,2025-04-02,13.8,4,18.0,No,4.8
H00281,2025-04-03,8.9,4,17.3,No,2.9
H00281,2025-04-04,8.9,4,15.3,No,3.0
H00281,2025-04-05,8.4,4,14.1,No,3.4
H00281,2025-04-06,11.1,4,17.8,No,4.4
H00281,2025-04-07,9.9,4,18.9,No,3.6
H00282,2025-04-01,11.0,5,19.2,No,3.5
H00282,2025-04-02,11.5,5,14.6,No,3.7
H00282,2025-04-03,12.1,5,16.2,No,3.7
H00282,2025-04-04,12.5,5,17.9,No,3.9
H00282,2025-04-05,11.1,5,17.2,No,4.0
H00282,2025-04-06,10.9,5,14.9,No,3.7
H00282,2025-04-07,12.1,5,18.9,No,3.7
H00283,2025-04-01,17.5,5,19.2,Yes,8.4
H00283,2025-04-02,18.9,5,14.8,Yes,8.4
H00283,2025-04-03,16.9,5,15.5,Yes,7.3
H00283,2025-04-04,19.1,5,20.6,Yes,8.3
H00283,2025-04-05,14.6,5,16.4,Yes,6.8
H00283,2025-04-06,19.3,5,15.5,Yes,8.9
H00283,2025-04-07,17.6,5,21.3,Yes,7.3
H00284,2025-04-01,5.1,3,16.3,No,2.0
H00284,2025-04-02,7.6,3,18.7,No,2.4
H00284,2025-04-03,5.8,3,11.6,No,2.1
H00284,2025-04-04,8.1,3,18.5,No,3.0
H00284,2025-04-05,7.7,3,18.7,No,2.6
H00284,2025-04-06,7.4,3,21.9,No,2.5
H00284,2025-04-07,5.8,3,18.2,No,1.8
H00285,2025-04-01,2.3,1,20.2,No,0.7
H00285,2025-04-02,1.9,1,17.7,No,0.6
H00285,2025-04-03,0.5,1,13.1,No,0.2
H00285,2025-04-04,0.5,1,16.6,No,0.2
H00285,2025-04-05,2.6,1,21.9,No,1.0
H00285,2025-04-06,4.9,1,16.9,No,1.5
H00285,2025-04-07,1.7,1,22.8,No,0.6
H00286,2025-04-01,3.4,1,20.0,Yes,1.5
H00286,2025-04-02,1.9,1,17.2,Yes,0.9
H00286,2025-04-03,4.3,1,19.6,Yes,1.8
H00286,2025-04-04,4.1,1,15.6,Yes,1.8
H00286,2025-04-05,4.7,1,15.4,Yes,2.2
H00286,2025-04-06,5.4,1,22.6,Yes,2.2
H00286,2025-04-07,4.0,1,17.4,Yes,1.7
H00287,2025-04-01,6.8,3,16.2,No,2.1
H00287,2025-04-02,9.7,3,17.4,No,3.3
H00287,2025-04-03,8.2,3,17.2,No,2.6
H00287,2025-04-04,6.3,3,15.2,No,2.2
H00287,2025-04-05,4.7,3,17.9,No,1.7
H00287,2025-04-06,8.9,3,19.3,No,2.9
H00287,2025-04-07,6.0,3,17.8,No,1.9
H00288,2025-04-01,9.7,3,17.6,Yes,4.2
H00288,2025-04-02,12.2,3,15.5,Yes,6.1
H00288,2025-04-03,13.0,3,24.6,Yes,6.1
H00288,2025-04-04,9.8,3,10.0,Yes,4.3
H00288,2025-04-05,10.5,3,16.4,Yes,4.4
H00288,2025-04-06,12.7,3,18.2,Yes,6.1
H00288,2025-04-07,11.9,3,18.7,Yes,5.4
H00289,2025-04-01,7.1,3,16.7,No,2.5
H00289,2025-04-02,4.4,3,19.7,No,1.6
H00289,2025-04-03,7.6,3,16.5,No,2.3
H00289,2025-04-04,8.4,3,15.4,No,3.1
H00289,2025-04-05,7.6,3,18.4,No,2.9
H00289,2025-04-06,5.5,3,22.0,No,1.7
H00289,2025-04-07,6.4,3,21.1,No,2.3
H00290,2025-04-01,9.9,4,14.2,No,3.8
H00290,2025-04-02,9.1,4,19.5,No,3.3
H00290,2025-04-03,9.8,4,16.4,No,3.2
H00290,2025-04-04,13.7,4,14.7,No,5.0
H00290,2025-04-05,9.2,4,22.9,No,3.1
H00290,2025-04-06,11.3,4,18.7,No,3.7
H00290,2025-04-07,11.9,4,17.4,No,3.8
H00291,2025-04-01,14.3,6,18.1,No,5.5
H00291,2025-04-02,16.6,6,18.9,No,5.2
H00291,2025-04-03,14.0,6,16.8,No,5.4
H00291,2025-04-04,17.3,6,18.6,No,5.2
H00291,2025-04-05,15.3,6,20.9,No,5.0
H00291,2025-04-06,15.5,6,16.9,No,4.8
H00291,2025-04-07,14.6,6,18.2,No,5.0
H00292,2025-04-01,6.2,1,17.9,Yes,2.8
H00292,2025-04-02,5.8,1,16.7,Yes,2.8
H00292,2025-04-03,3.0,1,18.2,Yes,1.4
H00292,2025-04-04,4.3,1,17.0,Yes,2.0
H00292,2025-04-05,1.8,1,12.5,Yes,0.7
H00292,2025-04-06,3.9,1,17.7,Yes,1.8
H00292,2025-04-07,4.0,1,20.3,Yes,1.6
H00293,2025-04-01,15.5,4,19.9,Yes,7.5
H00293,2025-04-02,14.1,4,20.9,Yes,6.3
H00293,2025-04-03,16.4,4,17.8,Yes,7.8
H00293,2025-04-04,13.4,4,17.9,Yes,6.1
H00293,2025-04-05,16.6,4,21.4,Yes,8.2
H00293,2025-04-06,15.2,4,15.8,Yes,7.3
H00293,2025-04-07,13.3,4,18.2,Yes,6.5
H00294,2025-04-01,9.7,3,17.5,No,3.2
H00294,2025-04-02,7.4,3,18.5,No,2.4
H00294,2025-04-03,7.7,3,15.5,No,2.5
H00294,2025-04-04,9.1,3,15.6,No,3.6
H00294,2025-04-05,7.8,3,25.0,No,2.4
H00294,2025-04-06,8.8,3,11.7,No,3.0
H00294,2025-04-07,9.3,3,20.9,No,2.9
H00295,2025-04-01,4.7,1,21.2,Yes,2.1
H00295,2025-04-02,2.4,1,16.2,Yes,1.0
H00295,2025-04-03,2.5,1,16.7,Yes,1.1
H00295,2025-04-04,3.0,1,17.9,Yes,1.5
H00295,2025-04-05,2.0,1,18.0,Yes,0.8
H00295,2025-04-06,5.1,1,18.7,Yes,2.4
H00295,2025-04-07,4.6,1,16.1,Yes,2.2
H00296,2025-04-01,13.4,4,20.9,Yes,5.5
H00296,2025-04-02,12.9,4,17.0,Yes,5.5
H00296,2025-04-03,16.5,4,17.2,Yes,7.4
H00296,2025-04-04,16.1,4,15.3,Yes,7.0
H00296,2025-04-05,15.9,4,19.4,Yes,6.4
H00296,2025-04-06,13.6,4,16.6,Yes,5.9
H00296,2025-04-07,13.2,4,20.0,Yes,6.4
H00297,2025-04-01,13.0,6,18.2,No,4.4
H00297,2025-04-02,15.2,6,23.5,No,5.9
H00297,2025-04-03,17.4,6,14.1,No,5.5
H00297,2025-04-04,13.5,6,17.9,No,4.5
H00297,2025-04-05,13.1,6,18.9,No,4.3
H00297,2025-04-06,13.2,6,10.0,No,4.6
H00297,2025-04-07,16.0,6,16.0,No,6.2
H00298,2025-04-01,15.8,4,15.9,Yes,6.6
H00298,2025-04-02,12.2,4,15.2,Yes,5.6
H00298,2025-04-03,13.6,4,16.8,Yes,5.6
H00298,2025-04-04,14.1,4,19.2,Yes,6.5
H00298,2025-04-05,14.2,4,18.6,Yes,6.8
H00298,2025-04-06,15.5,4,19.1,Yes,7.2
H00298,2025-04-07,14.0,4,11.6,Yes,5.9
H00299,2025-04-01,20.0,6,19.9,Yes,9.2
H00299,2025-04-02,20.0,6,16.9,Yes,9.4
H00299,2025-04-03,20.0,6,20.9,Yes,9.3
H00299,2025-04-04,20.0,6,16.3,Yes,10.0
H00299,2025-04-05,20.0,6,17.4,Yes,8.9
H00299,2025-04-06,20.0,6,20.5,Yes,9.5
H00299,2025-04-07,20.0,6,17.0,Yes,9.1
H00300,2025-04-01,11.7,3,18.4,Yes,5.5
H00300,2025-04-02,9.4,3,19.7,Yes,4.1
H00300,2025-04-03,9.1,3,12.1,Yes,4.5
H00300,2025-04-04,9.0,3,18.6,Yes,3.9
H00300,2025-04-05,14.2,3,19.4,Yes,7.0
H00300,2025-04-06,10.5,3,17.0,Yes,5.0
H00300,2025-04-07,9.9,3,14.8,Yes,4.4
H00301,2025-04-01,20.0,6,16.5,Yes,8.6
H00301,2025-04-02,20.0,6,17.7,Yes,8.1
H00301,2025-04-03,19.9,6,19.7,Yes,8.3
H00301,2025-04-04,20.0,6,18.8,Yes,8.9
H00301,2025-04-05,20.0,6,17.0,Yes,8.5
H00301,2025-04-06,20.0,6,19.6,Yes,8.7
H00301,2025-04-07,18.5,6,14.8,Yes,7.9
H00302,2025-04-01,4.5,1,19.9,No,1.5
H00302,2025-04-02,0.6,1,13.4,No,0.2
H00302,2025-04-03,1.9,1,16.9,No,0.6
H00302,2025-04-04,2.9,1,21.3,No,1.0
H00302,2025-04-05,5.0,1,21.0,No,1.6
H00302,2025-04-06,4.8,1,19.2,No,1.7
H00302,2025-04-07,5.2,1,16.2,No,1.8
H00303,2025-04-01,6.4,3,21.4,No,2.5
H00303,2025-04-02,8.3,3,18.6,No,2.5
H00303,2025-04-03,8.2,3,16.9,No,3.2
H00303,2025-04-04,5.5,3,16.8,No,2.0
H00303,2025-04-05,10.2,3,14.8,No,3.8
H00303,2025-04-06,8.1,3,13.2,No,2.9
H00303,2025-04-07,6.0,3,19.1,No,1.8
H00304,2025-04-01,4.1,1,12.0,No,1.4
H00304,2025-04-02,2.9,1,23.0,No,1.1
H00304,2025-04-03,3.7,1,18.8,No,1.3
H00304,2025-04-04,2.4,1,16.5,No,0.8
H00304,2025-04-05,4.1,1,16.6,No,1.4
H00304,2025-04-06,1.1,1,15.2,No,0.3
H00304,2025-04-07,5.7,1,15.1,No,2.1
H00305,2025-04-01,12.8,5,21.0,No,4.8
H00305,2025-04-02,14.8,5,17.5,No,5.0
H00305,2025-04-03,10.8,5,16.8,No,3.9
H00305,2025-04-04,16.7,5,15.7,No,5.7
H00305,2025-04-05,12.6,5,14.4,No,3.9
H00305,2025-04-06,11.0,5,20.0,No,3.9
H00305,2025-04-07,11.4,5,24.2,No,4.1
H00306,2025-04-01,4.6,2,16.0,No,1.8
H00306,2025-04-02,6.2,2,21.5,No,2.2
H00306,2025-04-03,7.2,2,18.7,No,2.2
H00306,2025-04-04,6.0,2,16.7,No,1.9
H00306,2025-04-05,4.3,2,18.1,No,1.6
H00306,2025-04-06,5.4,2,18.8,No,1.8
H00306,2025-04-07,6.6,2,22.6,No,2.6
H00307,2025-04-01,14.9,6,18.0,No,4.7
H00307,2025-04-02,16.9,6,19.1,No,6.5
H00307,2025-04-03,14.0,6,17.9,No,5.0
H00307,2025-04-04,16.4,6,17.3,No,5.0
H00307,2025-04-05,15.8,6,19.1,No,6.3
H00307,2025-04-06,14.9,6,16.8,No,4.8
H00307,2025-04-07,15.1,6,18.7,No,4.7
H00308,2025-04-01,6.6,2,18.4,Yes,3.1
H00308,2025-04-02,7.0,2,19.3,Yes,2.9
H00308,2025-04-03,6.5,2,16.9,Yes,2.7
H00308,2025-04-04,8.9,2,22.4,Yes,4.0
H00308,2025-04-05,9.1,2,14.5,Yes,3.7
H00308,2025-04-06,6.3,2,17.3,Yes,2.9
H00308,2025-04-07,5.7,2,18.3,Yes,2.6
H00309,2025-04-01,4.5,2,16.4,No,1.7
H00309,2025-04-02,3.8,2,14.7,No,1.4
H00309,2025-04-03,6.4,2,15.2,No,2.5
H00309,2025-04-04,7.0,2,14.8,No,2.4
H00309,2025-04-05,6.0,2,15.3,No,2.1
H00309,2025-04-06,8.1,2,18.8,No,2.9
H00309,2025-04-07,5.3,2,14.0,No,1.8
H00310,2025-04-01,20.0,6,21.3,Yes,9.3
H00310,2025-04-02,20.0,6,18.5,Yes,8.2
H00310,2025-04-03,19.5,6,16.0,Yes,8.3
H00310,2025-04-04,20.0,6,16.5,Yes,8.4
